edge_name,weight
בֹר (-) םֹולָש,2
ןֹומָה (-) עָשָר,1
םֹוי (-) םיִּמַּת,1
תֵע (-) הָעָר,1
םֹוי (-) ןֹובָעֵר,1
בֵיֹא (-) הָוֹהְי,1
רָקָׁי (-) רַּכ,1
עַרֶז (-) עָשָר,1
הָרֹוּת (-) םיִהֹלֱא,1
הָרָּכַה (-) עָשָר,1
שיִא (-) םֹולָש,2
תיִרֲחַא (-) עָשָר,1
הָעּושְּת (-) קיִּדַצ,1
תֵע (-) הָרָצ,1
הָמָהְנ (-) בֵל,1
רֹוא (-) ןִיַע,1
שֵרֹּד (-) הָעָר,1
םֵּלַשְמ (-) הָעָר,1
הָּדִמ (-) םֹוי,1
הָּפְרֶח (-) לָבָנ,1
הָרְגִּת (-) דָי,1
רֹוּב (-) ןֹואָש,1
טיִט (-) ןֵוָי,1
הֶטֹש (-) בָזָּכ,1
הָּלִגְמ (-) רֶפֵס,1
הָרָעְש (-) שאֹר,2
בֵהֹא (-) הָעָר,1
 (-) הָעּושְּת,1
שֶפֶנ (-) בֵיֹא,1
שֶרֶע (-) יַוְּד,1
רָבָּד (-) לָעָיִלְּב,1
םיִהֹלֱא (-) לֵאָרְשִי,5
ןֵּב (-) חַרֹק,11
קיִפָא (-) םִּיַמ,1
הֶנָּפ (-) םיִהֹלֱא,1
תִיַּב (-) םיִהֹלֱא,3
לֹוק (-) הָּנִר,3
לֹוק (-) הָדֹוּת,1
הָעּושְי (-) הֶנָּפ,3
ץֶרֶא (-) ןֵדְרַי,1
ץֶרֶא (-) ןֹומְרֶח,1
רַה (-) רָעְצִמ,1
לֹוק (-) רֹוּנִצ,1
לֵא (-) םיִּיַח,1
לֵא (-) עַלֶס,1
ץַחַל (-) בֵיֹא,2
הָעּושְי (-) םיִהֹלֱא,2
שיִא (-) הָלְוַע,1
םיִהֹלֱא (-) זֹועָמ,1
חֵּבְזִמ (-) םיִהֹלֱא,1
לֵא (-) הָחְמִש,1
לֵא (-) ליִּג,1
רֹוּנִּכ (-) םיִהֹלֱא,1
םֹוי (-) םֶדֶק,1
הָעּושְי (-) בֹקֲעַי,1
ןאֹצ (-) לָכֲאַמ,1
דֹונָמ (-) שאֹר,1
תֶשֹּב (-) הֶנָּפ,1
םֹוקָמ (-) ןַּת,1
הָמּולֲעַּת (-) בֵל,1
ןאֹצ (-) הָחְבִט,1
ריִש (-) תּודיִדְי,1
רָבָּד (-) תֶמֱא,2
הָוָנֲע (-) קֶדֶצ,1
בֵל (-) בֵיֹא,1
טֶבֶש (-) רֹושיִמ,1
טֶבֶש (-) תּוכְלַמ,1
ןֶמֶש (-) ןֹושָש,1
לָכיֵה (-) ןֵש,1
תַּב (-) ְךֶלֶמ,2
םֶתֶּכ (-) ריִפֹוא,1
תִיַּב (-) בָא,1
תַּב (-) רֹצ,1
ריִשָע (-) םַע,1
תֶצֶּבְשִמ (-) בָהָז,1
ריִע (-) םיִהֹלֱא,4
שֹודָק (-) ןָּכְשִמ,1
שֹודָק (-) ןֹויְלֶע,1
םיִהֹלֱא (-) בֹקֲעַי,6
ןֹואָּג (-) בֹקֲעַי,1
ךֶלֶמ (-) ץֶרֶא,1
אֵּסִּכ (-) שֶדֹק,1
ביִדָנ (-) םַע,2
םיִהֹלֱא (-) םָהָרְבַא,1
ןֵגָמ (-) ץֶרֶא,1
הֶפָי (-) ףֹונ,1
שֹושָמ (-) ץֶרֶא,1
רַה (-) ןֹוּיִצ,6
הָכֵרְי (-) ןֹופָצ,1
הָיְרִק (-) ְךֶלֶמ,1
ַחּור (-) םיִדָק,1
הָּיִנֳא (-) שיִשְרַּת,1
ריִע (-) הָוֹהְי,1
תַּב (-) הָדּוהְי,1
בֵשֹי (-) דֶלֶח,1
תּוגָה (-) בֵל,1
םֹוי (-) עַר,1
ןֹוָע (-) בֵקָע,1
בֹר (-) רֶשֹע,1
ןֹויְדִּפ (-) שֶפֶנ,1
דֹובָּכ (-) תִיַּב,1
רֹוּד (-) בָא,1
לֵא (-) םיִהֹלֱא,1
לָלְכִמ (-) יִפֹי,1
תֵרֹּכ (-) תיִרְּב,1
הָּיַח (-) רָעָי,1
רַה (-) ףֶלֶא,1
ףֹוע (-) רַה,1
זיִז (-) יַדָש,1
רָשָּב (-) ריִּבַא,1
םָּד (-) דּוּתַע,1
ןֵּב (-) םֵא,1
ַחֵכֹש (-) ַהֹולֱא,1
עַשֶי (-) םיִהֹלֱא,1
בֹר (-) םיִמֲחַר,2
ַחּור (-) שֶדֹק,1
ןֹושָש (-) עַשֶי,1
םיִהֹלֱא (-) הָעּושְּת,1
חַבֶז (-) םיִהֹלֱא,1
הָמֹוח (-) םִיַלָשּורְי,1
תִיַּב (-) ְךֶלֶמיִחֱא,1
דֶסֶח (-) לֵא,1
הֵשֹע (-) הָּיִמְר,1
רָבָּד (-) עַלֶּב,1
ןֹושָל (-) הָמְרִמ,1
ץֶרֶא (-) םיִּיַח,2
בֹר (-) רְשֹע,1
תיַּב (-) םיִהֹלֱא,1
דֶסֶח (-) םיִהֹלֱא,1
הֵשֹע (-) בוט,1
םֶצֶע (-) ְךֵנֹח,1
ְךֵמֹס (-) שֶפֶנ,1
הָקָע (-) עָשָר,1
הָמיֵא (-) תֶוָמ,1
הָאָמְחַמ (-) הֶּפ,1
בָרְק (-) בֵל,1
רֵאְּב (-) תַחַש,1
הָנֹוי (-) םֶלֵא,1
רֹוא (-) םיִּיַח,1
םֶלֵא (-) קֶדֶצ,1
סָמָח (-) דָי,1
הָמֵח (-) שָחָנ,1
הָעָּתְלִמ (-) ריִפְּכ,1
לֶפֵנ (-) הָּשִא,1
םָּד (-) עָשָר,1
דֵגֹּב (-) ןֶוָא,1
םיִהֹלֱא (-) דֶסֶח,2
תאָּטַח (-) הֶּפ,1
ןַשּוש (-) תּודֵע,1
אְיַּג (-) חַלֶמ,1
ןִיַי (-) הָלֵעְרַּת,1
קֶמֵע (-) הָּכֻס,2
זֹועָמ (-) שאֹר,2
ריִס (-) ץַחַר,2
הָעּושְּת (-) םָדָא,2
רֶתֵס (-) ףָנָּכ,1
הָּשֻרְי (-) אֵרָי,1
הָּשֻרְי (-) םֵש,1
םֹוי (-) ְךֶלֶמ,1
רּוצ (-) זֹע,1
רָּבְדִמ (-) הָדּוהְי,1
ץֶרֶא (-) הָּיִצ,2
הָפָש (-) הָנָנְר,1
יִּתְחַּת (-) ץֶרֶא,1
תָנְמ (-) לָעּוש,1
דָחָּפ (-) בֵיֹא,1
הָשְגִר (-) לֵעֹּפ,1
הָשְגִר (-) ןֶוָא,1
לַעֹּפ (-) םיִהֹלֱא,1
רָבָּד (-) ןֹוָע,1
בּוט (-) תִיַּב,1
שֶדֹק (-) לָכיֵה,1
חָטְבִמ (-) הֶצָק,1
חָטְבִמ (-) ץֶרֶא,1
חָטְבִמ (-) םָי,1
ןֹואָש (-) םָי,1
ןֹואָש (-) לַּג,1
ןֹומָה (-) םֹאְל,1
בֵשֹי (-) הֶצָק,1
אָצֹומ (-) רֶקֹּב,1
אָצֹומ (-) בֶרֶע,1
גֶלֶּפ (-) םיִהֹלֱא,1
הָנָש (-) הָבֹוט,1
הָוָנ (-) רָּבְדִמ,1
ליִּג (-) הָעְבִּג,1
בֹר (-) זֹע,1
הָלָעְפִמ (-) םיִהֹלֱא,1
לֹוק (-) הָּלִהְּת,1
הָלֹע (-) ַחֹמ,1
תֶרֹטְק (-) לִיַא,1
אֵרָי (-) םיִהֹלֱא,1
לֹוק (-) הָּלִפְּת,1
בָא (-) םֹותָי,1
ןיִּד (-) הָנָמְלַא,1
םֶשֶּג (-) הָבָדְנ,1
ְךֶלֶמ (-) אָבָצ,1
הָוָנ (-) תִיַּב,1
ףָנָּכ (-) הָנֹוי,1
רַה (-) םיִהֹלֱא,1
רַה (-) ןָשָּב,2
רַה (-) ןֹנְבַּג,1
בֶכֶר (-) םיִהֹלֱא,1
דֹקְדֹק (-) רָעֵש,1
הָלּוצְמ (-) םָי,1
ןֹושָל (-) בֶלֶּכ,1
הָכיִלֲה (-) לֵא,1
רֹוקָמ (-) לֵאָרְשִי,1
רַש (-) הָדּוהְי,1
רַש (-) ןּוּלֻבְז,1
רַש (-) יִלָּתְפַנ,1
הָּיַח (-) הֶנָק,1
הָדֵע (-) ריִּבַא,1
לֶגֵע (-) םַע,1
ץַר (-) ףֶסֶּכ,1
םִּיַמָש (-) םִּיַמָש,1
םִּיַמָש (-) םֶדֶק,1
לֹוק (-) זֹע,1
לֵא (-) לֵאָרְשִי,1
ןֵוָי (-) הָלּוצְמ,1
םיִקָמֲעַמ (-) םימ,1
הָאְנִק (-) תִיַּב,1
הָּפְרֶח (-) ףֶרֹח,1
בֵשֹי (-) רָעָש,1
הָניִגְנ (-) הֶתֹש,1
הָניִגְנ (-) רָכֵש,1
תֵע (-) ןֹוצָר,1
תֶמֱא (-) עַשֶי,1
םיִקָמֲעַמ (-) םִיַמ,1
תֶלֹּבִש (-) םִיַמ,1
בֹואְכַמ (-) לָלָח,1
שֵרֹּד (-) םיִהֹלֱא,1
ריִע (-) הָדּוהְי,1
עַרֶז (-) דֶבֶע,1
ץֵפָח (-) שֶפֶנ,1
בֵהֹא (-) הָעּושְי,1
ףַּכ (-) לֵּוַעְמ,1
ףַּכ (-) ץֵמֹח,1
הֶעֵמ (-) םֵא,1
תֵע (-) הָנְקִז,1
רֵמֹש (-) שֶפֶנ,1
ןֵטֹש (-) שֶפֶנ,1
שֵּקַבְמ (-) הָעָר,2
םֹוהְּת (-) ץֶרֶא,1
יִלְּכ (-) לֶבֵנ,1
שֹודָק (-) לֵאָרְשִי,2
ןֵּב (-) ְךֶלֶמ,1
יִנָע (-) םַע,1
ןֵּב (-) ןֹויְבֶא,1
רֹוד (-) רֹוד,1
ְךֶלֶמ (-) שיִשְרַּת,1
ְךֶלֶמ (-) אָבְש,1
שֶפֶנ (-) ןֹויְבֶא,1
בָהָז (-) אָבְש,1
הָּסִּפ (-) רַּב,1
בֶשֵע (-) ץֶרֶא,1
םֵש (-) דֹובָּכ,1
הָּלִפְּת (-) דִוָּד,1
הָּלִפְּת (-) ןֵּב,1
הָּלִפְּת (-) יַּשִי,1
םֹולָש (-) עָשָר,1
לָמָע (-) שֹונֱא,1
תיִּכְשַמ (-) בָבֵל,1
םִיַמ (-) אֵלָמ,1
וֵלָש (-) םָלֹוע,1
רֹוד (-) ןֵּב,1
שָּדְקִמ (-) לֵא,1
דָי (-) ןיִמָי,2
רּוצ (-) בָבֵל,1
רּוצ (-) קֶלֵח,1
הָבְרִק (-) םיִהֹלֱא,1
ןאֹצ (-) תיִעְרַמ,2
טֶבֶש (-) הָלֲחַנ,1
הָאּוּשַמ (-) חַצֶנ,1
ְךֹבְס (-) ץֵע,1
ןָּכְשִמ (-) םֵש,1
דֵעֹומ (-) לֵא,1
שאֹר (-) ןיִּנַּת,1
שאֹר (-) ןָתָיְוִל,1
רָהָנ (-) ןָתיֵא,1
ְךָשְחַמ (-) ץֶרֶא,1
הָוָנ (-) סָמָח,1
לֹוק (-) רֵרֹצ,1
ןֹואָש (-) םָק,1
רָּבְדִמ (-) רַה,1
עָשָר (-) ץֶרֶא,2
ןֶרֶק (-) עָשָר,1
ןֶרֶק (-) קיִּדַצ,1
ףֶשֶר (-) תֶשֶק,1
רַה (-) ףֶרֶט,1
ריִּבַא (-) בֵל,1
שיִא (-) לִיַח,1
וָנָע (-) ץֶרֶא,1
הָמֵח (-) םָדָא,1
תיִרֵאְש (-) הָמֵח,1
ַחּור (-) דיִגָנ,1
הָּרֻמְש (-) ןִיַע,1
הָנָש (-) םָלֹוע,1
ןיִמָי (-) ןֹויְלֶע,1
לָלֲעַמ (-) הָי,1
ןֵּב (-) בֹקֲעַי,1
לֹוק (-) םַעַר,1
דָי (-) הֶשֹמ,1
דָי (-) ןֹרֲהַא,1
הָּלִהְּת (-) הָוֹהְי,2
לָלֲעַמ (-) לֵא,1
ןֵּב (-) םִיַרְפֶא,1
קֶשֶנ (-) םֹור,1
קֶשֶנ (-) תֶשֶק,1
םֹוי (-) בָרְק,1
הֶדָש (-) ןַעֹצ,2
רֹוא (-) שֵא,1
םֹוהְּת (-) בַר,1
רָהָנ (-) םִיַמ,1
תֶלֶּד (-) םִיַמָש,1
םֶחֶל (-) ריִּבַא,1
לֹוח (-) םָי,1
ףֹוע (-) ףָנָּכ,1
ףַא (-) םיִהֹלֱא,1
רּוחָּב (-) לֵאָרְשִי,1
תָחָלְשִמ (-) ְךָאְלַמ,1
תָחָלְשִמ (-) עַר,1
לֵהֹא (-) םָח,1
לּובְּג (-) שֶדֹק,1
טֶבֵש (-) לֵאָרְשִי,1
הָשָּקַּב (-) הָּיִמְר,1
ןָּכְשִמ (-) הֹּלִש,1
דָי (-) רַצ,1
הָּפְרֶח (-) םָלֹוע,1
לֶהֹא (-) ףֵסֹוי,1
טֶבֵש (-) םִיַרְצִמ,1
טֶבֵש (-) הָדּוהְי,1
הָאָלְכִמ (-) ןאֹצ,1
םֹּת (-) בָבֵל,1
הָנּובְּת (-) ףַּכ,1
הָלָבְנ (-) דֶבֶע,1
רָשָּב (-) דיִסָח,1
הָּיַח (-) ץֶרֶא,1
רָבָּד (-) דֹובָּכ,1
רָבָּד (-) םֵש,1
הָמָקְנ (-) םָּד,1
הָמָקְנ (-) דֶבֶע,1
הָקָנֲא (-) ריִסָא,1
לֶדֹּג (-) ַעֹורְז,1
ןֵּב (-) הָתּומְּת,1
הָּלִפְּת (-) םַע,1
זֶרֶא (-) לֵא,1
הָרָָעְּג (-) הֶנָּפ,1
שיִא (-) ןיִמָי,1
םֹוי (-) גַח,1
רֶתֵס (-) םָעָר,1
תּוריִרְש (-) בֵל,1
בֶלֵח (-) הָּטִח,2
רּוצ (-) שָבְּד,1
הָדֵע (-) לֵא,1
הֶנָּפ (-) עָשָר,1
ןֵּב (-) ןֹויְלֶע,1
םֵש (-) לֵאָרְשִי,1
לֵהֹא (-) םֹודֱא,1
בֵשֹי (-) רֹוצ,1
לָחָנ (-) ןֹושיִק,1
ןִיַע (-) רֹוד,1
הָוָנ (-) םיִהֹלֱא,1
רֵצָח (-) הָוֹהְי,2
רֵבֹע (-) קֶמֵע,1
רֵבֹע (-) אָכָּב,1
הֶנָּפ (-) ַחיִשָמ,2
לֵהֹא (-) עַשֶר,1
תּובְש (-) בֹקֲעַי,1
ןֹוָע (-) םַע,1
ְךֶרֶּד (-) םַעַּפ,1
בַר (-) דֶסֶח,2
הָדֵע (-) ץיִרָע,1
ְךֵרָא (-) ףַא,1
בַר (-) תֶמֱא,1
ןֵּב (-) הָּמַא,2
ןָּכְשִמ (-) בֹקֲעַי,1
םיִהֹלֱא (-) הָעּושְי,1
םֹוי (-) הָקָעְצ,1
בֵכֹש (-) רֶבֶק,1
ץֶרֶא (-) הָּיִשְנ,1
לָהָק (-) שֹודָק,1
דֹוס (-) שֹודָק,1
םיִהֹלֱא (-) אָבָצ,1
תֹואֵּג (-) םָי,1
ַעֹורְז (-) זֹע,1
ןֹוכָמ (-) אֵּסִּכ,1
ַעֵדֹי (-) הָעּורְּת,1
תֶרֶאְפִּת (-) זֹע,1
ןֶמֶש (-) שֶדֹק,1
ןֵּב (-) הָלְוַע,1
תיִרְּב (-) דֶבֶע,1
ןיִמָי (-) רַצ,1
רֹצ (-) בֶרֶח,1
םֹוי (-) םיִמּולֲע,1
הָּפְרֶח (-) דֶבֶע,1
בֵקָע (-) ַחיִשָמ,1
לּואָּג (-) הָוֹהְי,1
ןֹומיִשְי (-) ְךֶרֶּד,1
ריִע (-) בָשֹומ,3
בֵשֹי (-) ְךֶשֹח,1
בֵשֹי (-) תֶוָמְלַצ,1
ריִסָא (-) יִנָע,1
ריִסָא (-) לֵזְרַּב,1
רֶמֵא (-) לֵא,1
הָצֵע (-) ןֹויְלֶע,1
תֶלֶּד (-) תֶשֹחְנ,1
ַחיִרְּב (-) לֵזְרַּב,1
ְךֶרֶּד (-) עַשֶּפ,1
חַבֶז (-) הָדֹוּת,2
דֵרֹי (-) םָי,1
הֶשֹע (-) הָכאָלְמ,1
זֹוחָמ (-) ץֶפֵח,1
לָהָק (-) םַע,1
בשֹומ (-) ןֵקָז,1
אֵצֹמ (-) םִיַמ,2
ץֶרֶא (-) יִרְּפ,1
הָעָר (-) בֵשֹי,1
םַגֲא (-) םִיַמ,2
יִרְּפ (-) הָאּובְּת,1
רֶצֹע (-) הָעָר,1
רֶצֹע (-) ןֹוגָי,1
ריִע (-) רָצְבִמ,1
םיִהֹלֱא (-) הָּלִהְּת,1
הֶּפ (-) הָמְרִמ,1
תאַּטַח (-) םֵא,1
הָּלֻעְּפ (-) ןֵטֹש,1
טֵפֹש (-) שֶפֶנ,1
הֶּטַמ (-) זֹע,1
םֹוי (-) לִיַח,1
רָדָה (-) שֶדֹק,1
לַט (-) תּוּדְלַי,1
םֹוי (-) ףַא,1
דֹוס (-) רָשָי,1
דֹוס (-) הָדֵע,1
ַחֹּכ (-) הֶשֲעַמ,1
הָלֲחַנ (-) יֹוּג,1
תיִשאֵר (-) הָמְכָח,1
רֹוד (-) רָשָי,1
רֶכֵז (-) םָלֹוע,1
הָוֲאַּת (-) עָשָר,1
םֵש (-) הָוֹהְּי,2
םֵא (-) ןֵּב,1
תִיַּב (-) בֹקֲעַי,1
ןֵּב (-) ןאֹצ,2
ַהֹולֱא (-) בֹקֲעַי,1
תִיַּב (-) ןֹרֲהַא,3
תִיַּב (-) לֵאָרְשִי,2
הֶשֹע (-) םִיַמָש,2
הֶשֹע (-) ץֶרֶא,2
דֵרֹי (-) הָמּוד,1
רַצֵמ (-) לֹואְש,1
סֹוּכ (-) הָעּושְי,1
רֵצָח (-) תִיַּב,2
תֶמֱא (-) הָוֹהְי,1
שֵא (-) ץֹוק,1
לֹוק (-) הָעּושְי,1
לֶהֹא (-) קיִּדַצ,1
ןיִמָי (-) הָוֹהְי,2
ויִמָי (-) הָוֹהְי,1
רָעָש (-) קֶדֶצ,1
שאֹר (-) הֶנָּפ,1
לֵא (-) הָוֹהְי,1
ןֶרֶק (-) ַחֵּבְזִמ,1
םיִמָת (-) ְךֶרֶּד,1
רֵצֹנ (-) הָדֵע,1
טָּפְשִמ (-) קֶדֵצ,1
טָּפְשִמ (-) הֶּפ,1
ְךֶרֶּד (-) תּודֵע,1
שיִא (-) הָצֵע,1
ְךֶרֶּד (-) םיִדּוּקִּפ,1
ְךֶרֶּד (-) רֶקֶש,1
ְךֶרֶּד (-) הָנּומֱא,1
ְךֶרֶּד (-) הָוְצִמ,1
ְךֶרֶּד (-) קֹח,1
ביִתָנ (-) הָוְצִמ,1
תִיַּב (-) רֹוגָמ,1
לֶבֶח (-) עָשָר,1
תֹוצֲח (-) הָלְיַל,1
רֵמֹש (-) םיִדּוּקִּפ,1
בּוט (-) םַעַט,1
בּוט (-) תַעַד,1
הָרֹוּת (-) הֶּפ,1
תּודֵע (-) הֶּפ,1
חַרֹא (-) רֶקֶש,2
הָבָדְנ (-) הֶּפ,1
ןֹושָש (-) בֵל,1
הָוְצִמ (-) םיִהֹלֱא,1
הָרְמִא (-) קֶדֶצ,1
םיִדּוּקִּפ (-) לֹּכ,1
חַתֵּפ (-) רָבָּד,1
קֵשֹע (-) םָדָא,1
קֶדֶצ (-) הָדֵע,1
קֶדֶצ (-) תּודֵע,1
ףֵדֹר (-) הָּמִז,1
שאֹר (-) רָבָּד,1
טָּפְשִמ (-) קֶדֶצ,1
בֵהֹא (-) הָרֹוּת,1
לֵהֹא (-) רָדֵק,1
אֵנֹש (-) םֹולָש,1
רֵמֹש (-) לֵאָרְשִי,1
ריִש (-) הָלֲעַמ,13
טֶבֵש (-) הָי,1
ןִיַע (-) דֶבֶע,1
דָי (-) ןֹודָא,1
ןִיַע (-) הָחְפִש,1
דָי (-) הָריִבְּג,1
גַעַל (-) ןָנֲאַש,1
חַּפ (-) שֵקֹי,1
טֶבֵש (-) עָשָר,1
לָרֹוּג (-) קיִדַצ,1
לֵעֹפ (-) ןֶוָא,1
הָביֵש (-) ןֹוּיִצ,1
ְךֶשֶמ (-) עַרֶז,1
םיִּכְשַמ (-) םּוק,1
רֵחֵא (-) תֶבֶש,1
לֵכֹא (-) םֶחֶל,1
הָלֲחַנ (-) הָוֹהְי,1
דָי (-) רֹוּבִּג,1
ןֵּב (-) םיִרּועְנ,1
הָכֵרְי (-) תִיַּב,1
לֶתֶש (-) תִיַז,1
בּוט (-) םִיַלָשּורְי,1
תֹבֲע (-) עָשָר,1
אֵנֹש (-) ןֹוּיִצ,1
ריִצָח (-) גָּג,1
הָמְדַק (-) ףֶלֶש,1
ריִּבַא (-) בֹקֲעַי,1
לֵהֹא (-) תִּיַּב,1
שֶרֶע (-) ַעּוצָי,1
ריִּבַא (-) בֹׁקֲעַי,1
הֶדָש (-) רָעָי,1
םֹדֲה (-) לֶגֶר,1
ןֹורָא (-) זֹע,1
ןֵקָז (-) ןֹרֲהַא,1
לַט (-) ןֹומְרֶח,1
תִיַּב (-) הָוֹהְּי,1
רֵצָח (-) םיִהֹלֱא,1
רֹוכְב (-) םִיַרְצִמ,1
הָכָלְמַמ (-) ןָעָנְּכ,1
בָצָע (-) יֹוג,1
תִיַּב (-) ןֹרֲהַא,1
תִיַּב (-) יִוֵל,1
הֵשֹע (-) אָלְפִנ,1
הֵשֹע (-) םִיַמָש,1
עָקֵר (-) ץֶרֶא,1
הֵשֹע (-) רֹוא,1
רֵזֹג (-) םָי,1
רֵזֹג (-) ףּוס,1
םָי (-) ףּוס,1
ְךיִלֹומ (-) םַע,1
הֵּכַמ (-) ְךֶלֶמ,1
לֵא (-) םִיַמָש,1
רָהָנ (-) לֶבָּב,1
רָבָּד (-) ריִש,1
ריִש (-) ןֹוּיִצ,1
ריִש (-) הָוֹהְי,1
הָמָדֲא (-) רָכֵנ,1
שאֹר (-) הָחְמִש,1
ןֵּב (-) םֹודֱא,1
םֹוי (-) םִיַלָשּורְי,1
תַּב (-) לֶבָּב,1
דֹובָּכ (-) הָוֹהְי,1
ףָנָּכ (-) רַחַש,1
תיִרֲחַא (-) םָי,1
תיִּתְחַּת (-) ץֶרֶא,1
תיִלְכַּת (-) הָאְנִש,1
ְךֶרֶּד (-) בֶצֹע,1
ְךֶרֶּד (-) םָלֹוע,1
הָמֵח (-) בּושְכַע,1
זֹע (-) הָעּושְי,1
םֹוי (-) קֶשֶנ,1
יַוֲאַמ (-) עָשָר,1
שאֹר (-) בֵסֵמ,1
לָמָע (-) הָפָש,1
שיִא (-) ןֹושָל,1
ןיִּד (-) יִנָע,1
טָּפְשִמ (-) ןֹויְבֶא,1
תֵאְשַמ (-) ףַּכ,1
הָחְנִמ (-) בֶרֶע,1
לַּד (-) הָפָש,1
ןֶמֶש (-) שאֹר,1
דָי (-) עַלֶס,1
שֵקֹומ (-) לֵעֹּפ,1
שֵקֹומ (-) ןֶוָא,1
תֵמ (-) םָלֹוע,1
רֵרֹצ (-) שֶפֶנ,1
ןֵּב (-) שֹונֱא,1
דָי (-) ןֵּב,2
דָי (-) רָכֵנ,2
ןיִמָי (-) רֶקֶש,2
לֶבֵנ (-) רֹושָע,1
תיִוָז (-) בָּטֻחְמ,1
תיִנְבַּת (-) לָכיֵה,1
רָדָה (-) דֹובָּכ,1
רָדָה (-) דֹוה,1
רָבָּד (-) אָלְפִנ,1
זּוזֱע (-) אָרֹונ,1
רֶכֵז (-) בַר,1
רֶכֵז (-) בּוט,1
לֹודָּג (-) דֶסֶח,1
דֹובָּכ (-) תּוכְלַמ,2
דֹובָּכ (-) רָדָה,1
תּוכְלַמ (-) םָלֹוע,1
ןִיַע (-) לֹּכ,1
ןֹוצָר (-) אֵרָי,1
םֵש (-) שֵדֹק,1
לֵא (-) בֹקֲעַי,1
הֶנֹּב (-) םִיַלָשּורְי,1
חָּדִנ (-) לֵאָרְשִי,1
רּובָש (-) בֵל,1
בַר (-) חֹּכ,1
ןֵּב (-) בֵרֹע,1
הָרּובְּג (-) סּוס,1
קֹוש (-) שיִא,1
ַחיִרְּב (-) רָעָש,1
בָכֹוּכ (-) רֹוא,1
ַחּור (-) הָרָעְס,1
ץֵע (-) יִרְּפ,1
רֹוּפִצ (-) ףָנָּכ,1
לָהָק (-) דיִסָח,1
ןֵּב (-) ןֹוּיִצ,1
םֵמֹור (-) לֵא,1
לֶבֶּכ (-) לֵזְרַּב,1
ַעיִקָר (-) זֹע,1
עַקֵּת (-) רָפֹוש,1
םיִלְצְלֶצ (-) עַמֶש,1
םיִלְצְלֶצ (-) הָעּורְּת,1
